"CODI_EQUIPAMENT","EQUIPAMENT","SECCIO","TIPUS_VIA","NOM_CARRER","NUM_CARRER_1","NUM_CARRER_2","CODI_BARRI","NUM_BARRI","CODI_DISTRICTE","NOM_DISTRICTE","CODI_POSTAL","CODI_POBLACIO","POBLACIO","LATITUD","LONGITUD","X_ETRS89","Y_ETRS89","X_ED50","Y_ED50","TELEFON_NUM","TELEFON_TIPUS","TELEFON_INFO_COM","HORARI_PERIODE_INICI","HORARI_PERIODE_FI","HORARI_DIES","HORARI_HORES_INICI","HORARI_HORES_FI","HORARI_OBSERVACIONS",
"92168164947","Escola el Polvorí","#","Camí","Polvorí","8","10","13","la Marina de Port","03","Sants-Montjuïc","08038","019","BARCELONA","41.363675","2.142904","428314.268","4579484.096","428406.182","4579685.006","933327496","#","","","","","","","",
"92168164951","Escola el Sagrer","#","C","Costa Rica","26","26","61","la Sagrera","09","Sant Andreu","08027","019","BARCELONA","41.422019","2.189588","432279.448","4585923.764","432371.396","4586124.735","934084687","Fax","","","","","","","",
"92168164951","Escola el Sagrer","#","C","Costa Rica","26","26","61","la Sagrera","09","Sant Andreu","08027","019","BARCELONA","41.422019","2.189588","432279.448","4585923.764","432371.396","4586124.735","933516045","#","","","","","","","",
"92168164954","Escola Timbaler del Bruc","#","C","Arnau d'Oms","4","4","44","Vilapicina i la Torre Llobeta","08","Nou Barris","08016","019","BARCELONA","41.428458","2.177469","431273.447","4586648.125","431365.386","4586849.102","933522951","#","","","","","","","",
"92168164954","Escola Timbaler del Bruc","#","C","Arnau d'Oms","4","4","44","Vilapicina i la Torre Llobeta","08","Nou Barris","08016","019","BARCELONA","41.428458","2.177469","431273.447","4586648.125","431365.386","4586849.102","933522951","Fax","","","","","","","",
"92168164962","Escola Elisenda de Montcada","#","C","Vallcivera","1","1","55","Ciutat Meridiana","08","Nou Barris","08033","019","BARCELONA","41.461698","2.179538","431481.352","4590336.801","431573.292","4590537.813","933592941","Fax","","","","","","","",
"92168164962","Escola Elisenda de Montcada","#","C","Vallcivera","1","1","55","Ciutat Meridiana","08","Nou Barris","08033","019","BARCELONA","41.461698","2.179538","431481.352","4590336.801","431573.292","4590537.813","933592941","#","","","","","","","",
"92168164967","Escola Els Horts","#","Rbla","Prim","217","217","73","la Verneda i la Pau","10","Sant Martí","08020","019","BARCELONA","41.424297","2.201375","433266.729","4586167.499","433358.686","4586368.472","933133550","#","","","","","","","",
"92168164967","Escola Els Horts","#","Rbla","Prim","217","217","73","la Verneda i la Pau","10","Sant Martí","08020","019","BARCELONA","41.424297","2.201375","433266.729","4586167.499","433358.686","4586368.472","933133550","Fax","","","","","","","",
"92168164969","Escola els Pins","#","Pg","Vall d'Hebron","181","181","40","Montbau","07","Horta-Guinardó","08035","019","BARCELONA","41.435759","2.147171","428749.909","4587483.23","428841.824","4587684.214","934284193","#","","","","","","","",
"92168164969","Escola els Pins","#","Pg","Vall d'Hebron","181","181","40","Montbau","07","Horta-Guinardó","08035","019","BARCELONA","41.435759","2.147171","428749.909","4587483.23","428841.824","4587684.214","934281063","Fax","","","","","","","",
"92168164972","Escola Emili Juncadella","#","C","Juan de Garay","12","12","63","Navas","09","Sant Andreu","08041","019","BARCELONA","41.418078","2.181434","431593.927","4585492.665","431685.869","4585693.632","934087319","Fax","","","","","","","",
"92168164972","Escola Emili Juncadella","#","C","Juan de Garay","12","12","63","Navas","09","Sant Andreu","08041","019","BARCELONA","41.418078","2.181434","431593.927","4585492.665","431685.869","4585693.632","933518304","#","","","","","","","",
"92168164975","Escola Bac de Roda","#","C","Huelva","33","33","72","Sant Martí de Provençals","10","Sant Martí","08020","019","BARCELONA","41.415966","2.194108","432650.879","4585248.231","432742.831","4585449.196","933071431","Fax","","","","","","","",
"92168164975","Escola Bac de Roda","#","C","Huelva","33","33","72","Sant Martí de Provençals","10","Sant Martí","08020","019","BARCELONA","41.415966","2.194108","432650.879","4585248.231","432742.831","4585449.196","933071431","#","","","","","","","",
"92168164980","Escola Mestre Enric Gibert i Camins","#","C","Irlanda","15","15","60","Sant Andreu","09","Sant Andreu","08030","019","BARCELONA","41.43143","2.185754","431968.869","4586971.539","432060.814","4587172.52","933458649","#"," ","","","","","","",
"92168164980","Escola Mestre Enric Gibert i Camins","#","C","Irlanda","15","15","60","Sant Andreu","09","Sant Andreu","08030","019","BARCELONA","41.43143","2.185754","431968.869","4586971.539","432060.814","4587172.52","932741373","Fax"," ","","","","","","",
"92168164981","Escola Enric Granados","#","Pg","Zona Franca","98","98","13","la Marina de Port","03","Sants-Montjuïc","08038","019","BARCELONA","41.35686","2.14175","428210.199","4578728.406","428302.112","4578929.309","933326247","#","","","","","","","",
"92168164981","Escola Enric Granados","#","Pg","Zona Franca","98","98","13","la Marina de Port","03","Sants-Montjuïc","08038","019","BARCELONA","41.35686","2.14175","428210.199","4578728.406","428302.112","4578929.309","933326247","Fax","","","","","","","",
"92168164995","Institut  Escola del Treball","#","C","Comte d'Urgell","187","187","09","la Nova Esquerra de l'Eixample","02","Eixample","08036","019","BARCELONA","41.387958","2.148257","428788.438","4582175.543","428880.355","4582376.478","934309200","#","","","","","","","",
"92168164999","Escola Pia Balmes","#","C","Balmes","208","208","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08006","019","BARCELONA","41.39783","2.151888","429102.719","4583268.55","429194.639","4583469.495","932178612","#","","","","","","","",
"92168165003","Centre Educatiu Escolàpies Llúria-Barcelona","#","C","Aragó","302","302","07","la Dreta de Eixample","02","Eixample","08009","019","BARCELONA","41.394337","2.168016","430447.281","4582867.686","430539.213","4583068.628","934882166","#","","","","","","","",
"92168165003","Centre Educatiu Escolàpies Llúria-Barcelona","#","C","Aragó","302","302","07","la Dreta de Eixample","02","Eixample","08009","019","BARCELONA","41.394337","2.168016","430447.281","4582867.686","430539.213","4583068.628","934882213","Fax","","","","","","","",
"92168165009","Escola Pia de Sarrià-Calassanç","#","C","Immaculada","25","35","25","Sant Gervasi - la Bonanova","05","Sarrià-Sant Gervasi","08017","019","BARCELONA","41.406766","2.124418","426816.443","4584283.443","426908.341","4584484.397","932120908","#","","","","","","","",
"92168165027","Escola Estel-Guinardó","#","C","Telègraf","58","58","35","el Guinardó","07","Horta-Guinardó","08041","019","BARCELONA","41.417552","2.172614","430856.276","4585441.253","430948.211","4585642.219","933479110","Fax","","","","","","","",
"92168165027","Escola Estel-Guinardó","#","C","Telègraf","58","58","35","el Guinardó","07","Horta-Guinardó","08041","019","BARCELONA","41.417552","2.172614","430856.276","4585441.253","430948.211","4585642.219","934504994","#","","","","","","","",
"92168165030","Escola L'Estel","#","C","Felip II","54","54","61","la Sagrera","09","Sant Andreu","08027","019","BARCELONA","41.419198","2.18881","432211.455","4585611.157","432303.403","4585812.125","933511698","#","","","","","","","",
"92168165030","Escola L'Estel","#","C","Felip II","54","54","61","la Sagrera","09","Sant Andreu","08027","019","BARCELONA","41.419198","2.18881","432211.455","4585611.157","432303.403","4585812.125","933516167","Fax","","","","","","","",
"92168165115","Escola Àgora","#","C","Marne","2","2","48","la Guineueta","08","Nou Barris","08042","019","BARCELONA","41.437506","2.168701","430550.546","4587659.682","430642.478","4587860.668","933596280","#","","","","","","","",
"92168165129","Institut Flos i Calcat","#","Av","Rio de Janeiro","92","92","45","Porta","08","Nou Barris","08016","019","BARCELONA","41.438194","2.182246","431682.801","4587725.226","431774.743","4587926.213","933542961","Fax","","","","","","","",
"92168165129","Institut Flos i Calcat","#","Av","Rio de Janeiro","92","92","45","Porta","08","Nou Barris","08016","019","BARCELONA","41.438194","2.182246","431682.801","4587725.226","431774.743","4587926.213","933542961","#","","","","","","","",
"92168165133","Escola Font d'en Fargas","#","Pg","Font d'en Fargas","65","65","36","la Font d'en Fargues","07","Horta-Guinardó","08032","019","BARCELONA","41.422662","2.165246","430245.982","4586014.529","430337.912","4586215.5","933576148","Fax","","","","","","","",
"92168165133","Escola Font d'en Fargas","#","Pg","Font d'en Fargas","65","65","36","la Font d'en Fargues","07","Horta-Guinardó","08032","019","BARCELONA","41.422662","2.165246","430245.982","4586014.529","430337.912","4586215.5","934290971","#","","","","","","","",
"92168165133","Escola Font d'en Fargas","#","Pg","Font d'en Fargas","65","65","36","la Font d'en Fargues","07","Horta-Guinardó","08032","019","BARCELONA","41.422662","2.165246","430245.982","4586014.529","430337.912","4586215.5","933576148","#","","","","","","","",
"92168165148","Escola Francesc Macià","#","G.V.","Corts Catalanes","361","371","15","Hostafrancs","03","Sants-Montjuïc","08014","019","BARCELONA","41.374411","2.147858","428740.268","4580671.875","428832.185","4580872.796","934235085","#","","","","","","","",
"92168165148","Escola Francesc Macià","#","G.V.","Corts Catalanes","361","371","15","Hostafrancs","03","Sants-Montjuïc","08014","019","BARCELONA","41.374411","2.147858","428740.268","4580671.875","428832.185","4580872.796","934235085","Fax","","","","","","","",
"92168165153","Institut Francisco de Goya","#","C","Garriga i Roca","21","21","35","el Guinardó","07","Horta-Guinardó","08032","019","BARCELONA","41.42213","2.169284","430582.849","4585952.22","430674.782","4586153.191","934503526","#","","","","","","","",
"92168165153","Institut Francisco de Goya","#","C","Garriga i Roca","21","21","35","el Guinardó","07","Horta-Guinardó","08032","019","BARCELONA","41.42213","2.169284","430582.849","4585952.22","430674.782","4586153.191","934502864","Fax","","","","","","","",
"92168165166","Centre Educatiu Garbiñe","#","C","Física","12","12","13","la Marina de Port","03","Sants-Montjuïc","08038","019","BARCELONA","41.365072","2.137343","427850.685","4579643.743","427942.594","4579844.654","933318093","#","","","","","","","",
"92168165166","Centre Educatiu Garbiñe","#","C","Mineria","9","9","13","la Marina de Port","03","Sants-Montjuïc","08038","019","BARCELONA","41.364672","2.137613","427872.804","4579599.119","427964.714","4579800.03","933318093","#","","","","","","","",
"92168165171","Escola Gayarre","#","C","Gaiarre","54","54","18","Sants","03","Sants-Montjuïc","08014","019","BARCELONA","41.373357","2.140336","428110.123","4580561.052","428202.034","4580761.972","934211350","#","","","","","","","",
"92168165174","Escola  Prim","#","C","Bernat Metge","20","20","70","el Besòs i el Maresme","10","Sant Martí","08019","019","BARCELONA","41.420165","2.211819","434135.216","4585700.849","434227.182","4585901.818","933142420","#","","","","","","","",
"92168165205","Centre Educatiu Gravi","#","C","Jericó","5","9","39","Sant Genís dels Agudells","07","Horta-Guinardó","08035","019","BARCELONA","41.420833","2.139076","428057.131","4585832.779","428149.04","4586033.748","934344239","#","ESO i Batxillerat","","","","","","",
"92168165205","Centre Educatiu Gravi","#","C","Jericó","5","9","39","Sant Genís dels Agudells","07","Horta-Guinardó","08035","019","BARCELONA","41.420833","2.139076","428057.131","4585832.779","428149.04","4586033.748","932111183","#","Ed. Primària","","","","","","",
"92168165205","Centre Educatiu Gravi","#","C","Jericó","5","9","39","Sant Genís dels Agudells","07","Horta-Guinardó","08035","019","BARCELONA","41.420833","2.139076","428057.131","4585832.779","428149.04","4586033.748","934344239","#","Ed. Infantil","","","","","","",
"92168165205","Centre Educatiu Gravi","#","Av","Vallcarca","258","258","28","Vallcarca i els Penitents","06","Gràcia","08023","019","BARCELONA","41.420399","2.140838","428203.883","4585783.177","428295.794","4585984.145","934173847","Fax","","","","","","","",
"92168165205","Centre Educatiu Gravi","#","C","Jericó","5","9","39","Sant Genís dels Agudells","07","Horta-Guinardó","08035","019","BARCELONA","41.420833","2.139076","428057.131","4585832.779","428149.04","4586033.748","934173847","Fax","","","","","","","",
"92168165205","Centre Educatiu Gravi","#","Av","Vallcarca","217","217","28","Vallcarca i els Penitents","06","Gràcia","08023","019","BARCELONA","41.418057","2.140905","428206.913","4585523.082","428298.824","4585724.048","932111183","#","Ed. Primària","","","","","","",
"92168165205","Centre Educatiu Gravi","#","Av","Vallcarca","217","217","28","Vallcarca i els Penitents","06","Gràcia","08023","019","BARCELONA","41.418057","2.140905","428206.913","4585523.082","428298.824","4585724.048","934344239","#","Ed. Infantil","","","","","","",
"92168165205","Centre Educatiu Gravi","#","Av","Vallcarca","217","217","28","Vallcarca i els Penitents","06","Gràcia","08023","019","BARCELONA","41.418057","2.140905","428206.913","4585523.082","428298.824","4585724.048","934344239","#","ESO i Batxillerat","","","","","","",
"92168165205","Centre Educatiu Gravi","#","Av","Vallcarca","258","258","28","Vallcarca i els Penitents","06","Gràcia","08023","019","BARCELONA","41.420399","2.140838","428203.883","4585783.177","428295.794","4585984.145","932111183","#","Ed. Primària","","","","","","",
"92168165205","Centre Educatiu Gravi","#","Av","Vallcarca","258","258","28","Vallcarca i els Penitents","06","Gràcia","08023","019","BARCELONA","41.420399","2.140838","428203.883","4585783.177","428295.794","4585984.145","934344239","#","Ed. Infantil","","","","","","",
"92168165205","Centre Educatiu Gravi","#","Av","Vallcarca","258","258","28","Vallcarca i els Penitents","06","Gràcia","08023","019","BARCELONA","41.420399","2.140838","428203.883","4585783.177","428295.794","4585984.145","934344239","#","ESO i Batxillerat","","","","","","",
"92168165205","Centre Educatiu Gravi","#","Av","Vallcarca","217","217","28","Vallcarca i els Penitents","06","Gràcia","08023","019","BARCELONA","41.418057","2.140905","428206.913","4585523.082","428298.824","4585724.048","934173847","Fax","","","","","","","",
"92168165214","Centre Educatiu Griselda","#","C","Parlament","30","30","10","Sant Antoni","02","Eixample","08015","019","BARCELONA","41.376498","2.162786","429990.91","4580891.349","430082.839","4581092.273","933294749","#","","","","","","","",
"92168165214","Centre Educatiu Griselda","#","Rda","Sant Pau","42","42","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.377133","2.165507","430219.145","4580959.702","430311.076","4581160.626","934416567","#","(edifici Ronda Sant Pau)","","","","","","",
"92168165214","Centre Educatiu Griselda","#","C","Parlament","30","30","10","Sant Antoni","02","Eixample","08015","019","BARCELONA","41.376498","2.162786","429990.91","4580891.349","430082.839","4581092.273","934416567","#","(edifici Ronda Sant Pau)","","","","","","",
"92168165214","Centre Educatiu Griselda","#","Rda","Sant Pau","42","42","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.377133","2.165507","430219.145","4580959.702","430311.076","4581160.626","933294749","#","","","","","","","",
"92168165237","Escola Heura","#","C","Can Pujolet","5","5","36","la Font d'en Fargues","07","Horta-Guinardó","08032","019","BARCELONA","41.427081","2.163777","430127.962","4586506.225","430219.89","4586707.201","933571866","#","","","","","","","",
"92168165251","Centre Educatiu Joan Pelegrí","#","C","Consell de Cent","14","14","15","Hostafrancs","03","Sants-Montjuïc","08014","019","BARCELONA","41.37587","2.144558","428465.895","4580836.513","428557.81","4581037.436","934316200","#","","","","","","","",
"92168165251","Centre Educatiu Joan Pelegrí","#","C","Ermengarda","13","25","15","Hostafrancs","03","Sants-Montjuïc","08014","019","BARCELONA","41.376848","2.142755","428316.221","4580946.575","428408.134","4581147.499","934316200","#","","","","","","","",
"92168165268","Escola Ignasi Iglésias","#","Pg","Torras i Bages","108","108","60","Sant Andreu","09","Sant Andreu","08030","019","BARCELONA","41.441361","2.191089","432424.92","4588069.948","432516.869","4588270.939","933451820","#","","","","","","","",
"92168165268","Escola Ignasi Iglésias","#","Pg","Torras i Bages","108","108","60","Sant Andreu","09","Sant Andreu","08030","019","BARCELONA","41.441361","2.191089","432424.92","4588069.948","432516.869","4588270.939","933463212","Fax","","","","","","","",
"92168165271","Centre Educatiu Immaculada Concepció *Granollers","#","C","Granollers","28","28","43","Horta","07","Horta-Guinardó","08032","019","BARCELONA","41.427934","2.161731","429957.906","4586602.63","430049.833","4586803.607","934294800","Fax","","","","","","","",
"92168165271","Centre Educatiu Immaculada Concepció *Granollers","#","C","Granollers","28","28","43","Horta","07","Horta-Guinardó","08032","019","BARCELONA","41.427934","2.161731","429957.906","4586602.63","430049.833","4586803.607","934295537","#","","","","","","","",
"92168165272","Centre Educatiu Inmaculada Concepción","#","C","València","252","252","07","la Dreta de Eixample","02","Eixample","08007","019","BARCELONA","41.391416","2.161788","429923.448","4582548.317","430015.376","4582749.256","932152683","#","","","","","","","",
"92168165272","Centre Educatiu Inmaculada Concepción","#","C","València","252","252","07","la Dreta de Eixample","02","Eixample","08007","019","BARCELONA","41.391416","2.161788","429923.448","4582548.317","430015.376","4582749.256","932157821","Fax","","","","","","","",
"92168165273","Centre Educatiu Cor de Maria-Sabastida","#","C","Sabastida","12","14","44","Vilapicina i la Torre Llobeta","08","Nou Barris","08031","019","BARCELONA","41.428268","2.168498","430523.678","4586634.289","430615.61","4586835.266","934073810","#","","","","","","","",
"92168165273","Centre Educatiu Cor de Maria-Sabastida","#","C","Sabastida","12","14","44","Vilapicina i la Torre Llobeta","08","Nou Barris","08031","019","BARCELONA","41.428268","2.168498","430523.678","4586634.289","430615.61","4586835.266","933573175","Fax","","","","","","","",
"92168165305","Escola de Música Joan Llongueres","#","C","Sèneca","22","22","31","la Vila de Gràcia","06","Gràcia","08006","019","BARCELONA","41.396876","2.156175","429460.109","4583159.119","429552.032","4583360.064","934161448","Fax","","","","","","","",
"92168165305","Escola de Música Joan Llongueres","#","C","Sèneca","22","22","31","la Vila de Gràcia","06","Gràcia","08006","019","BARCELONA","41.396876","2.156175","429460.109","4583159.119","429552.032","4583360.064","932171894","#","","","","","","","",
"92168165320","Escola Ítaca","#","C","Numància","140","158","19","les Corts","04","Les Corts","08029","019","BARCELONA","41.388382","2.134037","427600.055","4582234.341","427691.961","4582435.276","934303404","#","","","","","","","",
"92168165320","Escola Ítaca","#","C","Numància","140","158","19","les Corts","04","Les Corts","08029","019","BARCELONA","41.388382","2.134037","427600.055","4582234.341","427691.961","4582435.276","933212927","Fax","","","","","","","",
"92168165387","Escola Jaume I","#","C","Melcior de Palau","134","136","18","Sants","03","Sants-Montjuïc","08014","019","BARCELONA","41.380751","2.138132","427934","4581383.801","428025.91","4581584.729","934907932","Fax","","","","","","","",
"92168165387","Escola Jaume I","#","C","Melcior de Palau","134","136","18","Sants","03","Sants-Montjuïc","08014","019","BARCELONA","41.380751","2.138132","427934","4581383.801","428025.91","4581584.729","934904103","#","","","","","","","",
"92168165391","Centre Educatiu Jesuïtes Poble Sec  Sant Pere Claver","#","C","Vila i Vilà","14","14","11","el Poble-sec","03","Sants-Montjuïc","08004","019","BARCELONA","41.37296","2.173451","430878.987","4580490.066","430970.924","4580690.986","934418006","#","","","","","","","",
"92168165391","Centre Educatiu Jesuïtes Poble Sec  Sant Pere Claver","#","C","Vila i Vilà","14","14","11","el Poble-sec","03","Sants-Montjuïc","08004","019","BARCELONA","41.37296","2.173451","430878.987","4580490.066","430970.924","4580690.986","933248363","Fax","","","","","","","",
"92168165393","Centre Educatiu Jesús, Maria i Josep","#","C","Sant Sebastià","55","55","60","Sant Andreu","09","Sant Andreu","08030","019","BARCELONA","41.428624","2.191888","432478.405","4586655.199","432570.355","4586856.177","932741557","Fax","","","","","","","",
"92168165393","Centre Educatiu Jesús, Maria i Josep","#","C","Sant Sebastià","55","55","60","Sant Andreu","09","Sant Andreu","08030","019","BARCELONA","41.428624","2.191888","432478.405","4586655.199","432570.355","4586856.177","933112161","#","","","","","","","",
"92168165397","Centre Educatiu Jesús i Maria *Passeig Sant Gervasi","#","Pg","Sant Gervasi","15","15","25","Sant Gervasi - la Bonanova","05","Sarrià-Sant Gervasi","08022","019","BARCELONA","41.409626","2.132131","427464.262","4584594.469","427556.166","4584795.426","934171200","#","","","","","","","",
"92168165397","Centre Educatiu Jesús i Maria *Passeig Sant Gervasi","#","Pg","Sant Gervasi","15","15","25","Sant Gervasi - la Bonanova","05","Sarrià-Sant Gervasi","08022","019","BARCELONA","41.409626","2.132131","427464.262","4584594.469","427556.166","4584795.426","934171153","Fax","","","","","","","",
"92168165400","Escola Els Porxos","#","Pl","Eduard Torroja","12","12","72","Sant Martí de Provençals","10","Sant Martí","08020","019","BARCELONA","41.41476","2.198328","433002.287","4585111.072","433094.242","4585312.036","933071232","#","","","","","","","",
"92168165400","Escola Els Porxos","#","Pl","Eduard Torroja","12","12","72","Sant Martí de Provençals","10","Sant Martí","08020","019","BARCELONA","41.41476","2.198328","433002.287","4585111.072","433094.242","4585312.036","933071232","Fax","","","","","","","",
"92168165404","Escola Joan Miró","#","C","Diputació","21","21","09","la Nova Esquerra de l'Eixample","02","Eixample","08015","019","BARCELONA","41.378493","2.151015","429008.712","4581122.482","429100.632","4581323.407","933254249","#","","","","","","","",
"92168165404","Escola Joan Miró","#","C","Diputació","21","21","09","la Nova Esquerra de l'Eixample","02","Eixample","08015","019","BARCELONA","41.378493","2.151015","429008.712","4581122.482","429100.632","4581323.407","934260590","Fax","","","","","","","",
"92168165406","Escola Joaquim Ruyra","#","C","Llull","377","377","70","el Besòs i el Maresme","10","Sant Martí","08019","019","BARCELONA","41.411036","2.21481","434375.979","4584685.049","434467.947","4584886.009","933071458","#","","","","","","","",
"92168165406","Escola Joaquim Ruyra","#","C","Llull","377","377","70","el Besòs i el Maresme","10","Sant Martí","08019","019","BARCELONA","41.411036","2.21481","434375.979","4584685.049","434467.947","4584886.009","932663609","Fax","","","","","","","",
"92168165413","Escola Josep Maria de Sagarra","#","Pg","Vall d'Hebron","64","64","28","Vallcarca i els Penitents","06","Gràcia","08023","019","BARCELONA","41.419308","2.13988","428122.595","4585662.915","428214.505","4585863.882","932124429","#","","","","","","","",
"92168165413","Escola Josep Maria de Sagarra","#","Pg","Vall d'Hebron","64","64","28","Vallcarca i els Penitents","06","Gràcia","08023","019","BARCELONA","41.419308","2.13988","428122.595","4585662.915","428214.505","4585863.882","932124429","Fax","","","","","","","",
"92168165417","Escola  de les Aigües","#","C","Sardenya","420","420","33","el Baix Guinardó","07","Horta-Guinardó","08025","019","BARCELONA","41.40844","2.16692","430370.675","4584434.167","430462.606","4584635.124","934369924","Fax","","","","","","","",
"92168165417","Escola  de les Aigües","#","C","Sardenya","420","420","33","el Baix Guinardó","07","Horta-Guinardó","08025","019","BARCELONA","41.40844","2.16692","430370.675","4584434.167","430462.606","4584635.124","934568603","#","","","","","","","",
"92168165419","Institut Juan Manuel Zafra","#","C","Rogent","51","51","64","el Camp de l'Arpa del Clot","10","Sant Martí","08026","019","BARCELONA","41.410277","2.183132","431727.593","4584625.281","431819.537","4584826.24","934350126","#","","","","","","","",
"92168165419","Institut Juan Manuel Zafra","#","C","Rogent","51","51","64","el Camp de l'Arpa del Clot","10","Sant Martí","08026","019","BARCELONA","41.410277","2.183132","431727.593","4584625.281","431819.537","4584826.24","934351512","#","","","","","","","",
"92168165419","Institut Juan Manuel Zafra","#","C","Rogent","51","51","64","el Camp de l'Arpa del Clot","10","Sant Martí","08026","019","BARCELONA","41.410277","2.183132","431727.593","4584625.281","431819.537","4584826.24","934502029","Fax","","","","","","","",
"92168165450","Centre Educatiu Asunción de Nuestra Señora","#","Rbla","Poblenou","94","96","68","el Poblenou","10","Sant Martí","08005","019","BARCELONA","41.402201","2.200014","433130.322","4583715.459","433222.279","4583916.41","933000931","#","","","","","","","",
"92168165450","Centre Educatiu Asunción de Nuestra Señora","#","Rbla","Poblenou","94","96","68","el Poblenou","10","Sant Martí","08005","019","BARCELONA","41.402201","2.200014","433130.322","4583715.459","433222.279","4583916.41","933095001","Fax","","","","","","","",
"92168165463","Centre Educatiu L'Horitzó","#","Pg","Bonanova","7","7","25","Sant Gervasi - la Bonanova","05","Sarrià-Sant Gervasi","08022","019","BARCELONA","41.406088","2.132663","427504.804","4584201.186","427596.709","4584402.14","934177658","#","","","","","","","",
"92168165463","Centre Educatiu L'Horitzó","#","Pg","Bonanova","7","7","25","Sant Gervasi - la Bonanova","05","Sarrià-Sant Gervasi","08022","019","BARCELONA","41.406088","2.132663","427504.804","4584201.186","427596.709","4584402.14","934178974","Fax","","","","","","","",
"92168165472","Escola la Farigola de Vallcarca","#","C","Sant Camil","31","31","28","Vallcarca i els Penitents","06","Gràcia","08023","019","BARCELONA","41.413832","2.146689","428685.637","4585049.237","428777.553","4585250.199","932138802","#","","","","","","","",
"92168165473","Escola La Farigola del Clot","#","C","Hernán Cortés","6","6","65","el Clot","10","Sant Martí","08018","019","BARCELONA","41.405862","2.188096","432137.949","4584131.18","432229.897","4584332.134","932317665","#","","","","","","","",
"92168165473","Escola La Farigola del Clot","#","C","Hernán Cortés","6","6","65","el Clot","10","Sant Martí","08018","019","BARCELONA","41.405862","2.188096","432137.949","4584131.18","432229.897","4584332.134","932465238","Fax","","","","","","","",
"92168165478","Escola de Musica i Arts Escèniques Musicart 102","#","C","Artesania","102","102","51","Verdun","08","Nou Barris","08042","019","BARCELONA","41.443095","2.172212","430849.797","4588277.363","430941.732","4588478.355","933505598","#","","","","","","","",
"92168165480","Centre Educatiu Vedruna Immaculada Barcelona","#","C","Dos de Maig","251","251","06","la Sagrada Família","02","Eixample","08013","019","BARCELONA","41.407275","2.181299","431571.288","4584293.386","431663.23","4584494.342","932463200","#","","","","","","","",
"92168165487","Centre Educatiu San Nicolas","#","C","Provença","283","283","07","la Dreta de Eixample","02","Eixample","08037","019","BARCELONA","41.396469","2.163582","430078.875","4583107.872","430170.804","4583308.816","932159697","Fax","","","","","","","",
"92168165487","Centre Educatiu San Nicolas","#","C","Provença","283","283","07","la Dreta de Eixample","02","Eixample","08037","019","BARCELONA","41.396469","2.163582","430078.875","4583107.872","430170.804","4583308.816","932154953","#","","","","","","","",
"92168165490","Escola La Muntanyeta","#","C","Montfar","24","24","14","la Font de la Guatlla","03","Sants-Montjuïc","08004","019","BARCELONA","41.37051","2.148214","428765.824","4580238.487","428857.742","4580439.404","934230336","#","","","","","","","",
"92168165492","Escola La Palmera","#","C","Concili de Trento","253","253","73","la Verneda i la Pau","10","Sant Martí","08020","019","BARCELONA","41.42024","2.20435","433511.148","4585714.824","433603.108","4585915.793","933137006","#","","","","","","","",
"92168165492","Escola La Palmera","#","C","Concili de Trento","253","253","73","la Verneda i la Pau","10","Sant Martí","08020","019","BARCELONA","41.42024","2.20435","433511.148","4585714.824","433603.108","4585915.793","933135633","Fax","","","","","","","",
"92168165500","Centre Educatiu La Salle Barceloneta","#","C","Balboa","18","18","03","la Barceloneta","01","Ciutat Vella","08003","019","BARCELONA","41.382198","2.189309","432214.687","4581503.146","432306.636","4581704.076","933195475","#","","","","","","","",
"92168165500","Centre Educatiu La Salle Barceloneta","#","C","Balboa","18","18","03","la Barceloneta","01","Ciutat Vella","08003","019","BARCELONA","41.382198","2.189309","432214.687","4581503.146","432306.636","4581704.076","933193114","Fax","","","","","","","",
"92168165502","Centre Educatiu La Salle Comtal","#","C","Amadeu Vives","6","6","04","Sant Pere, Santa Caterina i la Ribera","01","Ciutat Vella","08003","019","BARCELONA","41.387986","2.175246","431044.979","4582156.777","431136.917","4582357.713","932682033","#","","","","","","","",
"92168165502","Centre Educatiu La Salle Comtal","#","C","Amadeu Vives","6","6","04","Sant Pere, Santa Caterina i la Ribera","01","Ciutat Vella","08003","019","BARCELONA","41.387986","2.175246","431044.979","4582156.777","431136.917","4582357.713","932681256","Fax","","","","","","","",
"92168165505","Centre Educatiu La Salle Gràcia","#","Pl","Nord","14","14","31","la Vila de Gràcia","06","Gràcia","08024","019","BARCELONA","41.406936","2.155107","429381.69","4584276.791","429473.612","4584477.746","932922118","#","","","","","","","",
"92168165507","Centre Educatiu La Salle Horta","#","C","Doctor Letamendi","63","63","43","Horta","07","Horta-Guinardó","08031","019","BARCELONA","41.436532","2.160972","429903.748","4587557.786","429995.674","4587758.771","934277007","#","(edifici Karl Marx)","","","","","","",
"92168165507","Centre Educatiu La Salle Horta","#","C","Doctor Letamendi","63","63","43","Horta","07","Horta-Guinardó","08031","019","BARCELONA","41.436532","2.160972","429903.748","4587557.786","429995.674","4587758.771","934271500","#","","","","","","","",
